,:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,school_address,school_city,school_code,school_name,school_not_found,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
38,12,11605,59,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,11 BRONX,Noise - Residential,2017-11-23T01:48:14.000,PELHAM PARKWAY,ASTOR AVENUE,Loud Television,2017-11-23T09:48:14.000,Precinct,2251 HOLLAND AVENUE,10467,,,40.8587476839271,"{u'type': u'Point', u'coordinates': [-73.865624544202, 40.858747683927]}",Residential Building/House,-73.86562454420242,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,HOLLAND AVENUE,,37760219,1021421,252171
39,22,10935,6,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,05 BRONX,Noise - Residential,2017-11-23T01:48:01.000,ANTHONY AVENUE,BEND,Loud Music/Party,2017-11-23T09:48:01.000,Precinct,325 EAST 176 STREET,10457,,,40.84750182328002,"{u'type': u'Point', u'coordinates': [-73.903168890576, 40.84750182328]}",Residential Building/House,-73.90316889057628,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST 176 STREET,,37762268,1011040,248060
40,41,24017,46,3,ADDRESS,NYPD,New York City Police Department,QUEENS,WOODHAVEN,,09 QUEENS,Blocked Driveway,2017-11-23T01:48:01.000,PARK LANE SOUTH,85 ROAD,Partial Access,2017-11-23T09:48:01.000,Precinct,84-46 89 STREET,11421,,,40.69641273415235,"{u'type': u'Point', u'coordinates': [-73.856434806124, 40.696412734152]}",Street/Sidewalk,-73.8564348061239,QUEENS,Unspecified,2017-11-23T02:00:02.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,89 STREET,,37761240,1024060,193031
41,33,16858,39,3,ADDRESS,NYPD,New York City Police Department,QUEENS,LONG ISLAND CITY,2017-11-23T02:03:05.000,01 QUEENS,Noise - Commercial,2017-11-23T01:47:10.000,34 AVENUE,35 AVENUE,Loud Music/Party,2017-11-23T09:47:10.000,Precinct,34-19 STEINWAY STREET,11101,,,40.75624514774764,"{u'type': u'Point', u'coordinates': [-73.921204664943, 40.756245147748]}",Club/Bar/Restaurant,-73.92120466494264,QUEENS,Unspecified,2017-11-23T02:03:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,STEINWAY STREET,,37759834,1006080,214807
42,40,11605,24,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,2017-11-23T02:36:34.000,07 BRONX,Noise - Residential,2017-11-23T01:45:38.000,EAST GUN HILL ROAD,EAST 211 STREET,Loud Music/Party,2017-11-23T09:45:38.000,Precinct,3530 DECATUR AVENUE,10467,,,40.8792856112555,"{u'type': u'Point', u'coordinates': [-73.872305515623, 40.879285611256]}",Residential Building/House,-73.87230551562281,BRONX,Unspecified,2017-11-23T02:36:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,DECATUR AVENUE,,37762931,1019562,259651
43,51,12419,11,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,05 MANHATTAN,Noise - Street/Sidewalk,2017-11-23T01:44:38.000,EAST 56 STREET,EAST 57 STREET,Loud Talking,2017-11-23T09:44:38.000,Precinct,450 PARK AVENUE,10022,,,40.76139560814252,"{u'type': u'Point', u'coordinates': [-73.970919641279, 40.761395608143]}",Street/Sidewalk,-73.9709196412795,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,PARK AVENUE,,37762869,992306,216675
44,29,11606,6,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,05 BRONX,Noise - Commercial,2017-11-23T01:44:18.000,WALTON AVENUE,MORRIS AVENUE,Loud Music/Party,2017-11-23T09:44:18.000,Precinct,64 EAST 183 STREET,10453,,,40.858271448590614,"{u'type': u'Point', u'coordinates': [-73.902462738727, 40.858271448591]}",Club/Bar/Restaurant,-73.90246273872681,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EAST 183 STREET,,37761837,1011231,251984
45,30,17213,36,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,01 BROOKLYN,Noise - Residential,2017-11-23T01:44:17.000,BOGART STREET,MORGAN AVENUE,Loud Music/Party,2017-11-23T09:44:17.000,Precinct,407 JOHNSON AVENUE,11206,,,40.70766214191151,"{u'type': u'Point', u'coordinates': [-73.932887027539, 40.707662141912]}",Residential Building/House,-73.93288702753908,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,JOHNSON AVENUE,,37763151,1002857,197104
46,49,13829,69,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-23T02:06:07.000,03 BROOKLYN,Noise - Commercial,2017-11-23T01:44:12.000,NYCTA SUBWAY,FRANKLIN AVENUE,Loud Music/Party,2017-11-23T09:44:12.000,Precinct,1073 ATLANTIC AVENUE,11238,,,40.6793005046916,"{u'type': u'Point', u'coordinates': [-73.955697671097, 40.679300504692]}",Store/Commercial,-73.95569767109684,BROOKLYN,Unspecified,2017-11-23T02:06:07.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ATLANTIC AVENUE,,37761695,996538,186767
47,16,16098,63,3,ADDRESS,DSNY,Department of Sanitation,QUEENS,Glen Oaks,,13 QUEENS,Request Large Bulky Item Collection,2017-11-23T01:44:00.000,82 AVENUE,83 AVENUE,Request Large Bulky Item Collection,,N/A,82-24 259 STREET,11004,,,40.74033706979115,"{u'type': u'Point', u'coordinates': [-73.710417306839, 40.740337069791]}",Sidewalk,-73.71041730683875,QUEENS,Unspecified,2017-11-24T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,259 STREET,,37760891,1064497,209134
48,16,24337,63,3,ADDRESS,NYPD,New York City Police Department,QUEENS,QUEENS VILLAGE,,13 QUEENS,Illegal Parking,2017-11-23T01:43:54.000,93 AVENUE,94 ROAD,Blocked Hydrant,2017-11-23T09:43:54.000,Precinct,93-34 215 STREET,11428,,,40.7193908079623,"{u'type': u'Point', u'coordinates': [-73.742369924555, 40.719390807962]}",Street/Sidewalk,-73.74236992455523,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,215 STREET,,37760079,1055665,201475
49,5,14783,65,3,ADDRESS,NYPD,New York City Police Department,QUEENS,JACKSON HEIGHTS,,03 QUEENS,Illegal Parking,2017-11-23T01:43:46.000,72 STREET,73 STREET,Commercial Overnight Parking,2017-11-23T09:43:46.000,Precinct,72-09 NORTHERN BOULEVARD,11372,,,40.7546098452275,"{u'type': u'Point', u'coordinates': [-73.894468085407, 40.754609845228]}",Street/Sidewalk,-73.8944680854074,QUEENS,Unspecified,2017-11-23T01:54:54.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,NORTHERN BOULEVARD,,37762007,1013488,214219
50,23,12422,20,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,07 MANHATTAN,Noise - Residential,2017-11-23T01:42:30.000,MANHATTAN AVENUE,COLUMBUS AVENUE,Loud Music/Party,2017-11-23T09:42:30.000,Precinct,60 WEST 104 STREET,10025,,,40.79761016676655,"{u'type': u'Point', u'coordinates': [-73.96312413247, 40.797610166767]}",Residential Building/House,-73.96312413246972,MANHATTAN,Unspecified,2017-11-23T01:49:49.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,WEST 104 STREET,,37762679,994460,229870
51,50,11724,70,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-23T02:01:02.000,03 MANHATTAN,Noise - Residential,2017-11-23T01:42:07.000,3 AVENUE,2 AVENUE,Loud Talking,2017-11-23T09:42:07.000,Precinct,236 EAST 13 STREET,10003,,,40.73221085927516,"{u'type': u'Point', u'coordinates': [-73.986775964052, 40.732210859275]}",Residential Building/House,-73.98677596405172,MANHATTAN,Unspecified,2017-11-23T02:01:02.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 13 STREET,,37759386,987915,206041
52,50,11729,70,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,,03 MANHATTAN,Noise - Residential,2017-11-23T01:42:04.000,DEAD END,FDR DRIVE EXIT 5 SOUTHBOUND,Banging/Pounding,2017-11-23T09:42:04.000,Precinct,950 EAST 4 WALK,10009,,,40.720318750158356,"{u'type': u'Point', u'coordinates': [-73.975616559032, 40.720318750158]}",Residential Building/House,-73.9756165590316,MANHATTAN,Unspecified,2017-11-23T01:59:00.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,EAST 4 WALK,,37762677,991009,201709
53,37,17215,45,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,,05 BROOKLYN,Blocked Driveway,2017-11-23T01:40:25.000,CRESCENT STREET,AUTUMN AVENUE,Partial Access,2017-11-23T09:40:25.000,Precinct,155 GLEN STREET,11208,,,40.681072048043745,"{u'type': u'Point', u'coordinates': [-73.870175687431, 40.681072048044]}",Street/Sidewalk,-73.8701756874314,BROOKLYN,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,GLEN STREET,,37760608,1020258,187436
54,31,11611,58,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,09 BRONX,Noise - Residential,2017-11-23T01:40:06.000,LAFAYETTE AVENUE,STORY AVENUE,Loud Music/Party,2017-11-23T09:40:06.000,Precinct,848 LELAND AVENUE,10473,,,40.82271554297413,"{u'type': u'Point', u'coordinates': [-73.861354351366, 40.822715542974]}",Residential Building/House,-73.86135435136622,BRONX,Unspecified,2017-11-23T01:53:52.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,LELAND AVENUE,,37761418,1022623,239045
55,2,11275,29,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,12 BRONX,Illegal Parking,2017-11-23T01:39:34.000,PAULDING AVENUE,LACONIA AVENUE,Blocked Hydrant,2017-11-23T09:39:34.000,Precinct,1025 EAST 225 STREET,10466,,,40.884823657646145,"{u'type': u'Point', u'coordinates': [-73.851073358029, 40.884823657646]}",Street/Sidewalk,-73.85107335802883,BRONX,Unspecified,2017-11-23T02:20:40.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,EAST 225 STREET,,37760088,1025430,261678
56,22,11271,59,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,11 BRONX,Illegal Parking,2017-11-23T01:39:27.000,RHINELANDER AVENUE,BRONXDALE AVENUE,Blocked Hydrant,2017-11-23T09:39:27.000,Precinct,1913 WALLACE AVENUE,10462,,,40.84871174502978,"{u'type': u'Point', u'coordinates': [-73.864517088404, 40.84871174503]}",Street/Sidewalk,-73.86451708840382,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WALLACE AVENUE,,37759578,1021733,248515
57,7,17621,2,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-23T02:34:31.000,12 BROOKLYN,Noise - Residential,2017-11-23T01:39:26.000,51 STREET,52 STREET,Loud Music/Party,2017-11-23T09:39:26.000,Precinct,5119 9 AVENUE,11220,,,40.63889486774559,"{u'type': u'Point', u'coordinates': [-74.002421316472, 40.638894867746]}",Residential Building/House,-74.00242131647235,BROOKLYN,Unspecified,2017-11-23T01:46:43.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,9 AVENUE,,37763347,983578,172043
58,2,11275,29,5,ADDRESS,NYPD,New York City Police Department,BRONX,BRONX,,12 BRONX,Blocked Driveway,2017-11-23T01:37:38.000,PAULDING AVENUE,LACONIA AVENUE,No Access,2017-11-23T09:37:38.000,Precinct,1056 EAST 232 STREET,10466,,,40.88949600121835,"{u'type': u'Point', u'coordinates': [-73.847543804805, 40.889496001218]}",Street/Sidewalk,-73.84754380480545,BRONX,Unspecified,2017-11-23T02:20:35.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,EAST 232 STREET,,37762216,1026403,263382
59,33,16860,39,3,ADDRESS,DCA,Department of Consumer Affairs,QUEENS,ASTORIA,,01 QUEENS,Consumer Complaint,2017-11-23T01:37:10.000,43 STREET,44 STREET,Price Not Posted,2017-11-27T01:37:10.000,N/A,43-09 BROADWAY,11103,,,40.75777609928546,"{u'type': u'Point', u'coordinates': [-73.916434596435, 40.757776099285]}",,-73.91643459643531,QUEENS,Unspecified,,The Department of Consumer Affairs usually requires 4 days to review a complaint and determine the appropriate action. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,BROADWAY,,37761372,1007401,215366
60,28,24011,46,3,ADDRESS,NYPD,New York City Police Department,QUEENS,KEW GARDENS,2017-11-23T02:24:23.000,09 QUEENS,Noise - Commercial,2017-11-23T01:37:07.000,LEFFERTS BOULEVARD,BREVOORT STREET,Loud Music/Party,2017-11-23T09:37:07.000,Precinct,119-11 METROPOLITAN AVENUE,11415,,,40.70605964424251,"{u'type': u'Point', u'coordinates': [-73.831437039988, 40.706059644243]}",Store/Commercial,-73.83143703998772,QUEENS,Unspecified,2017-11-23T01:41:40.000,The Police Department responded to the complaint and determined that police action was not necessary.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,METROPOLITAN AVENUE,,37761848,1030985,196558
61,5,14781,65,3,ADDRESS,NYPD,New York City Police Department,QUEENS,EAST ELMHURST,,03 QUEENS,Illegal Parking,2017-11-23T01:36:53.000,32 AVENUE,NORTHERN BOULEVARD,Commercial Overnight Parking,2017-11-23T09:36:53.000,Precinct,32-11 71 STREET,11370,,,40.756139954958314,"{u'type': u'Point', u'coordinates': [-73.895880582945, 40.756139954958]}",Street/Sidewalk,-73.8958805829447,QUEENS,Unspecified,2017-11-23T01:54:53.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,71 STREET,,37764187,1013096,214776
